date,symbol,marketcapname,sector
11-06-2021,HIRECT,Smallcap,FMCG
11-06-2021,MANUGRAPH,Smallcap,FMCG
11-06-2021,RUCHINFRA,Smallcap,Miscellaneous
11-06-2021,KEYFINSERV,Smallcap,Finance
11-06-2021,AARVEEDEN,Smallcap,Textiles
11-06-2021,ASHIMASYN,Smallcap,Textiles
11-06-2021,DIGISPICE,Smallcap,Telecom
11-06-2021,NFL,Smallcap,Industrials
11-06-2021,PKTEA,Smallcap,FMCG
11-06-2021,UNITEDTEA,Smallcap,FMCG
11-06-2021,CUBEXTUB,Smallcap,Metals
11-06-2021,AJOONI,Smallcap,Miscellaneous
11-06-2021,SRPL,Smallcap,FMCG
11-06-2021,DBSTOCKBRO,Smallcap,Services
11-06-2021,ICICILOVOL,Smallcap,Indices
11-06-2021,MAN50ETF,Smallcap,Indices
11-06-2021,ACCELYA,Smallcap,I.T
11-06-2021,TIPSINDLTD,Smallcap,Media
11-06-2021,MRO-TEK,Smallcap,I.T
11-06-2021,MEGASOFT,Smallcap,I.T
11-06-2021,BASML,Smallcap,Textiles
11-06-2021,GAYAPROJ,Smallcap,Realty
11-06-2021,SHIVAMAUTO,Smallcap,Auto
11-06-2021,TFL,Smallcap,Finance
11-06-2021,GOENKA,Smallcap,Miscellaneous
11-06-2021,ADL,Smallcap,Miscellaneous
11-06-2021,DRCSYSTEMS,Smallcap,I.T
11-06-2021,IBULHSGFIN,Midcap,Finance
14-06-2021,AUTOLITIND,Smallcap,Auto
14-06-2021,KAVVERITEL,Smallcap,Telecom
14-06-2021,BHEL,Largecap,FMCG
14-06-2021,LUPIN,Largecap,Pharmaceuticals
14-06-2021,OILCOUNTUB,Smallcap,Metals
14-06-2021,TCIFINANCE,Smallcap,Finance
14-06-2021,SINTEX,Smallcap,Textiles
14-06-2021,ZENSARTECH,Midcap,I.T
14-06-2021,TIL,Smallcap,FMCG
14-06-2021,TIMESGTY,Smallcap,Finance
14-06-2021,ZENITHEXPO,Smallcap,Textiles
14-06-2021,ADANIENT,Largecap,Services
14-06-2021,NATNLSTEEL,Smallcap,Metals
14-06-2021,SHAHALLOYS,Smallcap,Metals
14-06-2021,DIGISPICE,Smallcap,Telecom
14-06-2021,MINDTECK,Smallcap,I.T
14-06-2021,INDLMETER,Smallcap,FMCG
14-06-2021,VADILALIND,Smallcap,FMCG
14-06-2021,LCCINFOTEC,Smallcap,I.T
14-06-2021,PEARLPOLY,Smallcap,FMCG
14-06-2021,AMBICAAGAR,Smallcap,Services
14-06-2021,GROBTEA,Smallcap,FMCG
14-06-2021,ORCHPHARMA,Smallcap,Pharmaceuticals
14-06-2021,APOLSINHOT,Smallcap,Services
14-06-2021,KILITCH,Smallcap,Pharmaceuticals
14-06-2021,PALASHSECU,Smallcap,Finance
14-06-2021,WEALTH,Smallcap,Finance
14-06-2021,AJOONI,Smallcap,Miscellaneous
14-06-2021,SRPL,Smallcap,FMCG
14-06-2021,SHIVAMILLS,Smallcap,Textiles
14-06-2021,AAKASH,Smallcap,Oils
14-06-2021,ADANIGREEN,Largecap,Miscellaneous
14-06-2021,STERTOOLS,Smallcap,Industrials
14-06-2021,IRISDOREME,Smallcap,Textiles
14-06-2021,ATGL,Largecap,Industrials
14-06-2021,BCG,Midcap,I.T
14-06-2021,AXISGOLD,Smallcap,Indices
14-06-2021,EBANK,Smallcap,Indices
14-06-2021,GOLDTECH,Smallcap,I.T
14-06-2021,MADHUCON,Smallcap,Realty
14-06-2021,ZENITHSTL,Smallcap,Metals
14-06-2021,ANGELBRKG,Midcap,Finance
14-06-2021,MRO-TEK,Smallcap,I.T
14-06-2021,AXISCADES,Smallcap,I.T
14-06-2021,BFUTILITIE,Smallcap,Miscellaneous
14-06-2021,MORARJEE,Smallcap,Textiles
14-06-2021,JPPOWER,Midcap,Miscellaneous
14-06-2021,NDL,Smallcap,Textiles
14-06-2021,EKC,Smallcap,Services
14-06-2021,GILLANDERS,Smallcap,Miscellaneous
14-06-2021,SUNTV,Midcap,Media
14-06-2021,TANTIACONS,Smallcap,Realty
14-06-2021,SHIVAMAUTO,Smallcap,Auto
14-06-2021,CCCL,Smallcap,Realty
14-06-2021,IL&FSENGG,Smallcap,Realty
14-06-2021,BVCL,Smallcap,Industrials
14-06-2021,ADANIPORTS,Largecap,Realty
14-06-2021,BURNPUR,Smallcap,Industrials
14-06-2021,JAIBALAJI,Smallcap,Metals
14-06-2021,IMFA,Smallcap,Industrials
14-06-2021,ADANIPOWER,Largecap,Miscellaneous
14-06-2021,RTNPOWER,Smallcap,Miscellaneous
14-06-2021,PRADIP,Smallcap,Textiles
14-06-2021,ISFT,Smallcap,I.T
14-06-2021,EROSMEDIA,Smallcap,Media
14-06-2021,GREENPOWER,Smallcap,Miscellaneous
14-06-2021,OMKARCHEM,Smallcap,Industrials
14-06-2021,YAARI,Smallcap,Services
14-06-2021,UJAAS,Smallcap,FMCG
14-06-2021,ORTEL,Smallcap,Media
14-06-2021,BALKRISHNA,Smallcap,Industrials
14-06-2021,ADANITRANS,Largecap,Miscellaneous
14-06-2021,AURUM,Smallcap,I.T
14-06-2021,BINDALAGRO,Smallcap,Finance
14-06-2021,PARAGMILK,Smallcap,FMCG
14-06-2021,SABEVENTS,Smallcap,Media
14-06-2021,PNBHOUSING,Midcap,Finance
15-06-2021,SALONA,Smallcap,Textiles
15-06-2021,PUNJABCHEM,Smallcap,Industrials
15-06-2021,CAPTRUST,Smallcap,Finance
15-06-2021,TIMESGTY,Smallcap,Finance
15-06-2021,S&SPOWER,Smallcap,FMCG
15-06-2021,JSWISPL,Smallcap,Metals
15-06-2021,ASHIMASYN,Smallcap,Textiles
15-06-2021,PAEL,Smallcap,Auto
15-06-2021,SANWARIA,Smallcap,FMCG
15-06-2021,GROBTEA,Smallcap,FMCG
15-06-2021,ABMINTLLTD,Smallcap,Services
15-06-2021,LFIC,Smallcap,Finance
15-06-2021,NDGL,Smallcap,Finance
15-06-2021,TECHIN,Smallcap,Realty
15-06-2021,KOTHARIPRO,Smallcap,Services
15-06-2021,KAPSTON,Smallcap,Miscellaneous
15-06-2021,ACCURACY,Smallcap,Services
15-06-2021,AKG,Smallcap,Services
15-06-2021,ATGL,Largecap,Industrials
15-06-2021,ICICILOVOL,Smallcap,Indices
15-06-2021,BCG,Midcap,I.T
15-06-2021,BSLNIFTY,Smallcap,Indices
15-06-2021,IVZINNIFTY,Smallcap,Indices
15-06-2021,BLUECOAST,Smallcap,Services
15-06-2021,GREENPANEL,Midcap,Miscellaneous
15-06-2021,NETFDIVOPP,Smallcap,Indices
15-06-2021,BAFNAPH,Smallcap,Pharmaceuticals
15-06-2021,MELSTAR,Smallcap,I.T
15-06-2021,MRO-TEK,Smallcap,I.T
15-06-2021,CREATIVEYE,Smallcap,Media
15-06-2021,SALSTEEL,Smallcap,Metals
15-06-2021,MORARJEE,Smallcap,Textiles
15-06-2021,VIVIMEDLAB,Smallcap,Pharmaceuticals
15-06-2021,EKC,Smallcap,Services
15-06-2021,EDUCOMP,Smallcap,I.T
15-06-2021,NITCO,Smallcap,Industrials
15-06-2021,PFOCUS,Smallcap,Media
15-06-2021,CANDC,Smallcap,Realty
15-06-2021,HDIL,Smallcap,Realty
15-06-2021,IL&FSENGG,Smallcap,Realty
15-06-2021,BVCL,Smallcap,Industrials
15-06-2021,ROML,Smallcap,FMCG
15-06-2021,ADANIPOWER,Largecap,Miscellaneous
15-06-2021,TARAPUR,Smallcap,FMCG
15-06-2021,GREENPOWER,Smallcap,Miscellaneous
15-06-2021,A2ZINFRA,Smallcap,FMCG
15-06-2021,OMKARCHEM,Smallcap,Industrials
15-06-2021,KARMAENG,Smallcap,Miscellaneous
15-06-2021,UJAAS,Smallcap,FMCG
15-06-2021,ESSARSHPNG,Smallcap,Services
15-06-2021,PROZONINTU,Smallcap,Realty
15-06-2021,BCP,Smallcap,Industrials
15-06-2021,ADANITRANS,Largecap,Miscellaneous
15-06-2021,AURUM,Smallcap,I.T
15-06-2021,PNBHOUSING,Midcap,Finance
16-06-2021,LICHSGFIN,Largecap,Finance
16-06-2021,MIRCELECTR,Smallcap,FMCG
16-06-2021,PRIMESECU,Smallcap,Finance
16-06-2021,RAJSREESUG,Smallcap,FMCG
16-06-2021,MODIRUBBER,Smallcap,Miscellaneous
16-06-2021,JAICORPLTD,Smallcap,FMCG
16-06-2021,S&SPOWER,Smallcap,FMCG
16-06-2021,NORBTEAEXP,Smallcap,FMCG
16-06-2021,JSWISPL,Smallcap,Metals
16-06-2021,SHYAMTEL,Smallcap,Telecom
16-06-2021,CENTUM,Smallcap,FMCG
16-06-2021,SANWARIA,Smallcap,FMCG
16-06-2021,OMAXAUTO,Smallcap,Auto
16-06-2021,PODDARHOUS,Smallcap,Realty
16-06-2021,GROBTEA,Smallcap,FMCG
16-06-2021,PRAXIS,Smallcap,Services
16-06-2021,ADANIGREEN,Largecap,Miscellaneous
16-06-2021,ACCURACY,Smallcap,Services
16-06-2021,ATGL,Largecap,Industrials
16-06-2021,EMAMIREAL,Smallcap,Realty
16-06-2021,EBANK,Smallcap,Indices
16-06-2021,MAN50ETF,Smallcap,Indices
16-06-2021,ARIHANT,Smallcap,Realty
16-06-2021,ALMONDZ,Smallcap,Finance
16-06-2021,JIYAECO,Smallcap,Miscellaneous
16-06-2021,KHANDSE,Smallcap,Finance
16-06-2021,MRO-TEK,Smallcap,I.T
16-06-2021,PNC,Smallcap,Media
16-06-2021,SPLIL,Smallcap,Textiles
16-06-2021,MCLEODRUSS,Smallcap,FMCG
16-06-2021,KMSUGAR,Smallcap,FMCG
16-06-2021,ENIL,Smallcap,Media
16-06-2021,ORIENTALTL,Smallcap,Miscellaneous
16-06-2021,NITINFIRE,Smallcap,FMCG
16-06-2021,HDIL,Smallcap,Realty
16-06-2021,MANAKSIA,Smallcap,Metals
16-06-2021,ROML,Smallcap,FMCG
16-06-2021,ADANIPOWER,Largecap,Miscellaneous
16-06-2021,ESSARSHPNG,Smallcap,Services
16-06-2021,PROZONINTU,Smallcap,Realty
16-06-2021,DRCSYSTEMS,Smallcap,I.T
16-06-2021,AGRITECH,Smallcap,Miscellaneous
16-06-2021,MEP,Smallcap,Realty
16-06-2021,BALKRISHNA,Smallcap,Industrials
16-06-2021,ADANITRANS,Largecap,Miscellaneous
16-06-2021,AURUM,Smallcap,I.T
16-06-2021,TVVISION,Smallcap,Media
16-06-2021,PNBHOUSING,Midcap,Finance
17-06-2021,ANSALAPI,Smallcap,Realty
17-06-2021,FELDVR,Smallcap,FMCG
17-06-2021,BAJAJHIND,Smallcap,FMCG
17-06-2021,BAJFINANCE,Largecap,Finance
17-06-2021,GINNIFILA,Smallcap,Textiles
17-06-2021,BEPL,Smallcap,Oils
17-06-2021,SALONA,Smallcap,Textiles
17-06-2021,MAITHANALL,Smallcap,Industrials
17-06-2021,CGPOWER,Largecap,FMCG
17-06-2021,BHEL,Largecap,FMCG
17-06-2021,ORISSAMINE,Smallcap,Industrials
17-06-2021,SAIL,Largecap,Metals
17-06-2021,ELECTCAST,Smallcap,Industrials
17-06-2021,MADRASFERT,Smallcap,Industrials
17-06-2021,UFLEX,Smallcap,Services
17-06-2021,HINDOILEXP,Smallcap,Oils
17-06-2021,HLVLTD,Smallcap,Services
17-06-2021,JISLJALEQS,Smallcap,FMCG
17-06-2021,KIRLOSBROS,Smallcap,FMCG
17-06-2021,MAHSEAMLES,Smallcap,Metals
17-06-2021,MIRCELECTR,Smallcap,FMCG
17-06-2021,NIITLTD,Midcap,I.T
17-06-2021,OILCOUNTUB,Smallcap,Metals
17-06-2021,RAMANEWS,Smallcap,Industrials
17-06-2021,RUCHI,Largecap,FMCG
17-06-2021,TOKYOPLAST,Smallcap,FMCG
17-06-2021,HARRMALAYA,Smallcap,FMCG
17-06-2021,TATASTEEL,Largecap,Metals
17-06-2021,GLAXO,Largecap,Pharmaceuticals
17-06-2021,TNPETRO,Smallcap,Industrials
17-06-2021,TCIFINANCE,Smallcap,Finance
17-06-2021,SINTEX,Smallcap,Textiles
17-06-2021,MANUGRAPH,Smallcap,FMCG
17-06-2021,RESPONIND,Midcap,FMCG
17-06-2021,BHARATGEAR,Smallcap,Auto
17-06-2021,ARSHIYA,Smallcap,Services
17-06-2021,SAKHTISUG,Smallcap,FMCG
17-06-2021,RANASUG,Smallcap,FMCG
17-06-2021,AYMSYNTEX,Smallcap,Textiles
17-06-2021,SRTRANSFIN,Largecap,Finance
17-06-2021,JIKIND,Smallcap,Industrials
17-06-2021,VIPULLTD,Smallcap,Realty
17-06-2021,JAICORPLTD,Smallcap,FMCG
17-06-2021,ADANIENT,Largecap,Services
17-06-2021,JSWISPL,Smallcap,Metals
17-06-2021,HIMATSEIDE,Smallcap,Textiles
17-06-2021,VARDMNPOLY,Smallcap,Textiles
17-06-2021,AARVEEDEN,Smallcap,Textiles
17-06-2021,PRICOLLTD,Smallcap,Auto
17-06-2021,DIGISPICE,Smallcap,Telecom
17-06-2021,BUTTERFLY,Smallcap,FMCG
17-06-2021,WEBELSOLAR,Smallcap,FMCG
17-06-2021,ONWARDTEC,Smallcap,I.T
17-06-2021,KEI,Midcap,Industrials
17-06-2021,SANWARIA,Smallcap,FMCG
17-06-2021,ALOKINDS,Midcap,Textiles
17-06-2021,SPENTEX,Smallcap,Textiles
17-06-2021,PRAJIND,Midcap,FMCG
17-06-2021,HLEGLAS,Midcap,FMCG
17-06-2021,MAWANASUG,Smallcap,FMCG
17-06-2021,RIIL,Smallcap,Realty
17-06-2021,FEL,Smallcap,FMCG
17-06-2021,PODDARHOUS,Smallcap,Realty
17-06-2021,POONAWALLA,Largecap,Finance
17-06-2021,WANBURY,Smallcap,Pharmaceuticals
17-06-2021,KIOCL,Midcap,Industrials
17-06-2021,JUNIORBEES,Smallcap,Indices
17-06-2021,BALPHARMA,Smallcap,Pharmaceuticals
17-06-2021,CUBEXTUB,Smallcap,Metals
17-06-2021,LASA,Smallcap,Pharmaceuticals
17-06-2021,GANESHHOUC,Smallcap,Realty
17-06-2021,PATINTLOG,Smallcap,Services
17-06-2021,CREATIVE,Smallcap,Services
17-06-2021,SHRENIK,Smallcap,Services
17-06-2021,VAISHALI,Smallcap,Services
17-06-2021,KAMATHOTEL,Smallcap,Services
17-06-2021,DIAMONDYD,Smallcap,FMCG
17-06-2021,GOLDIAM,Smallcap,Miscellaneous
17-06-2021,DOLLAR,Smallcap,Textiles
17-06-2021,ICEMAKE,Smallcap,Industrials
17-06-2021,FSC,Smallcap,Services
17-06-2021,SIL,Smallcap,Services
17-06-2021,TOUCHWOOD,Smallcap,Media
17-06-2021,SILLYMONKS,Smallcap,Media
17-06-2021,BANKA,Smallcap,Miscellaneous
17-06-2021,HGINFRA,Smallcap,Realty
17-06-2021,ADANIGREEN,Largecap,Miscellaneous
17-06-2021,RAJMET,Smallcap,Services
17-06-2021,ATGL,Largecap,Industrials
17-06-2021,CORALFINAC,Smallcap,Finance
17-06-2021,PANACEABIO,Smallcap,Pharmaceuticals
17-06-2021,BYKE,Smallcap,Services
17-06-2021,NETF,Smallcap,Indices
17-06-2021,TNPL,Smallcap,Industrials
17-06-2021,DGCONTENT,Smallcap,Media
17-06-2021,SPANDANA,Smallcap,Finance
17-06-2021,PIONDIST,Smallcap,FMCG
17-06-2021,IMAGICAA,Smallcap,Media
17-06-2021,DCMFINSERV,Smallcap,Finance
17-06-2021,KDDL,Smallcap,FMCG
17-06-2021,JKPAPER,Smallcap,Industrials
17-06-2021,ANGELBRKG,Midcap,Finance
17-06-2021,LIKHITHA,Smallcap,Realty
17-06-2021,NSIL,Smallcap,Finance
17-06-2021,INDSWFTLAB,Smallcap,Pharmaceuticals
17-06-2021,COMPUSOFT,Smallcap,I.T
17-06-2021,DSSL,Smallcap,I.T
17-06-2021,CALSOFT,Smallcap,I.T
17-06-2021,IOB,Largecap,Bank
17-06-2021,AXISCADES,Smallcap,I.T
17-06-2021,PONNIERODE,Smallcap,FMCG
17-06-2021,NOIDATOLL,Smallcap,Realty
17-06-2021,POKARNA,Smallcap,Miscellaneous
17-06-2021,MAHABANK,Midcap,Bank
17-06-2021,JPASSOCIAT,Smallcap,Realty
17-06-2021,WELENT,Smallcap,Realty
17-06-2021,DWARKESH,Smallcap,FMCG
17-06-2021,GDL,Smallcap,Services
17-06-2021,MBECL,Smallcap,Industrials
17-06-2021,KMSUGAR,Smallcap,FMCG
17-06-2021,BASML,Smallcap,Textiles
17-06-2021,SADBHAV,Smallcap,Realty
17-06-2021,TANTIACONS,Smallcap,Realty
17-06-2021,PFOCUS,Smallcap,Media
17-06-2021,DEEPINDS,Smallcap,
17-06-2021,GEECEE,Smallcap,Realty
17-06-2021,TANLA,Largecap,I.T
17-06-2021,ZEEMEDIA,Smallcap,Media
17-06-2021,SITINET,Smallcap,Media
17-06-2021,REDINGTON,Midcap,Services
17-06-2021,PGIL,Smallcap,FMCG
17-06-2021,TFL,Smallcap,Finance
17-06-2021,INSECTICID,Smallcap,Industrials
17-06-2021,NITINFIRE,Smallcap,FMCG
17-06-2021,V2RETAIL,Smallcap,FMCG
17-06-2021,HDIL,Smallcap,Realty
17-06-2021,ADANIPORTS,Largecap,Realty
17-06-2021,IRB,Midcap,Realty
17-06-2021,ROML,Smallcap,FMCG
17-06-2021,ADANIPOWER,Largecap,Miscellaneous
17-06-2021,DLINKINDIA,Smallcap,I.T
17-06-2021,DBREALTY,Smallcap,Realty
17-06-2021,MANINFRA,Smallcap,Realty
17-06-2021,KECL,Smallcap,FMCG
17-06-2021,BEDMUTHA,Smallcap,Metals
17-06-2021,RPPINFRA,Smallcap,Realty
17-06-2021,PSB,Midcap,Bank
17-06-2021,FMNL,Smallcap,Miscellaneous
17-06-2021,INDTERRAIN,Smallcap,Textiles
17-06-2021,FCONSUMER,Smallcap,Services
17-06-2021,UJAAS,Smallcap,FMCG
17-06-2021,ESSARSHPNG,Smallcap,Services
17-06-2021,HEMIPROP,Smallcap,Realty
17-06-2021,MTEDUCARE,Smallcap,Services
17-06-2021,PROZONINTU,Smallcap,Realty
17-06-2021,NURECA,Smallcap,I.T
17-06-2021,DRCSYSTEMS,Smallcap,I.T
17-06-2021,CRAFTSMAN,Smallcap,Auto
17-06-2021,JUSTDIAL,Midcap,I.T
17-06-2021,FLFL,Smallcap,FMCG
17-06-2021,AGRITECH,Smallcap,Miscellaneous
17-06-2021,BCP,Smallcap,Industrials
17-06-2021,ORTEL,Smallcap,Media
17-06-2021,BKMINDST,Smallcap,Services
17-06-2021,MANAKCOAT,Smallcap,Metals
17-06-2021,BALKRISHNA,Smallcap,Industrials
17-06-2021,ADANITRANS,Largecap,Miscellaneous
17-06-2021,AURUM,Smallcap,I.T
17-06-2021,COFFEEDAY,Smallcap,Quick Service Restaurant
17-06-2021,LICNFNHGP,Smallcap,Indices
17-06-2021,BHARATWIRE,Smallcap,Metals
17-06-2021,FRETAIL,Smallcap,FMCG
18-06-2021,TMRVL,Smallcap,FMCG
18-06-2021,FELDVR,Smallcap,FMCG
18-06-2021,OILCOUNTUB,Smallcap,Metals
18-06-2021,RAJSREESUG,Smallcap,FMCG
18-06-2021,HINDMOTORS,Smallcap,Auto
18-06-2021,DEEPAKFERT,Midcap,Industrials
18-06-2021,WSI,Smallcap,Realty
18-06-2021,INFOMEDIA,Smallcap,Media
18-06-2021,GRAPHITE,Midcap,FMCG
18-06-2021,S&SPOWER,Smallcap,FMCG
18-06-2021,JSWISPL,Smallcap,Metals
18-06-2021,ASHIMASYN,Smallcap,Textiles
18-06-2021,SANWARIA,Smallcap,FMCG
18-06-2021,ANIKINDS,Smallcap,Services
18-06-2021,SOMATEX,Smallcap,Textiles
18-06-2021,SPENTEX,Smallcap,Textiles
18-06-2021,JAYNECOIND,Smallcap,Industrials
18-06-2021,FEL,Smallcap,FMCG
18-06-2021,KINGFA,Smallcap,FMCG
18-06-2021,NATCOPHARM,Midcap,Pharmaceuticals
18-06-2021,MBAPL,Smallcap,Industrials
18-06-2021,GANESHHOUC,Smallcap,Realty
18-06-2021,GLOBAL,Smallcap,Services
18-06-2021,CCHHL,Smallcap,Services
18-06-2021,HOTELRUGBY,Smallcap,Services
18-06-2021,DPABHUSHAN,Smallcap,Miscellaneous
18-06-2021,FSC,Smallcap,Services
18-06-2021,ARVEE,Smallcap,Pharmaceuticals
18-06-2021,KAPSTON,Smallcap,Miscellaneous
18-06-2021,BSHSL,Smallcap,Miscellaneous
18-06-2021,INDOSTAR,Smallcap,Finance
18-06-2021,ADANIGREEN,Largecap,Miscellaneous
18-06-2021,ACCURACY,Smallcap,Services
18-06-2021,GAYAHWS,Smallcap,Realty
18-06-2021,RAJRAYON,Smallcap,Textiles
18-06-2021,SUPREMEENG,Smallcap,Metals
18-06-2021,RAJMET,Smallcap,Services
18-06-2021,IRISDOREME,Smallcap,Textiles
18-06-2021,ATGL,Largecap,Industrials
18-06-2021,KOTAKNIFTY,Smallcap,Indices
18-06-2021,LINC,Smallcap,Miscellaneous
18-06-2021,BYKE,Smallcap,Services
18-06-2021,DGCONTENT,Smallcap,Media
18-06-2021,COUNCODOS,Smallcap,Realty
18-06-2021,GREENPANEL,Midcap,Miscellaneous
18-06-2021,SBICARD,Largecap,Finance
18-06-2021,COMPUSOFT,Smallcap,I.T
18-06-2021,CALSOFT,Smallcap,I.T
18-06-2021,JPASSOCIAT,Smallcap,Realty
18-06-2021,CYBERMEDIA,Smallcap,Media
18-06-2021,KMSUGAR,Smallcap,FMCG
18-06-2021,BASML,Smallcap,Textiles
18-06-2021,PUNJLLOYD,Smallcap,Realty
18-06-2021,BARTRONICS,Smallcap,I.T
18-06-2021,SGL,Smallcap,Textiles
18-06-2021,GPIL,Smallcap,Metals
18-06-2021,LOKESHMACH,Smallcap,FMCG
18-06-2021,SITINET,Smallcap,Media
18-06-2021,HUBTOWN,Smallcap,Realty
18-06-2021,NITINFIRE,Smallcap,FMCG
18-06-2021,HDIL,Smallcap,Realty
18-06-2021,KAUSHALYA,Smallcap,Realty
18-06-2021,ADANIPOWER,Largecap,Miscellaneous
18-06-2021,ARSSINFRA,Smallcap,Realty
18-06-2021,TARAPUR,Smallcap,FMCG
18-06-2021,JPINFRATEC,Smallcap,Realty
18-06-2021,MTEDUCARE,Smallcap,Services
18-06-2021,DUCON,Smallcap,I.T
18-06-2021,PROZONINTU,Smallcap,Realty
18-06-2021,FLFL,Smallcap,FMCG
18-06-2021,ORTEL,Smallcap,Media
18-06-2021,BALKRISHNA,Smallcap,Industrials
18-06-2021,ADANITRANS,Largecap,Miscellaneous
18-06-2021,LICNETFSEN,Smallcap,Indices
18-06-2021,FRETAIL,Smallcap,FMCG
21-06-2021,SFL,Midcap,Textiles
21-06-2021,ABB,Largecap,FMCG
21-06-2021,TMRVL,Smallcap,FMCG
21-06-2021,TATAMTRDVR,Midcap,Auto
21-06-2021,BOMDYEING,Smallcap,Textiles
21-06-2021,BAJAJELEC,Midcap,FMCG
21-06-2021,BAJAJHIND,Smallcap,FMCG
21-06-2021,XPROINDIA,Smallcap,FMCG
21-06-2021,HISARMETAL,Smallcap,Metals
21-06-2021,EASTSILK,Smallcap,Textiles
21-06-2021,BANCOINDIA,Smallcap,Auto
21-06-2021,FACT,Midcap,Industrials
21-06-2021,GINNIFILA,Smallcap,Textiles
21-06-2021,SPIC,Smallcap,Industrials
21-06-2021,BEML,Midcap,FMCG
21-06-2021,BEL,Largecap,FMCG
21-06-2021,SUNDARMFIN,Largecap,Finance
21-06-2021,MAITHANALL,Smallcap,Industrials
21-06-2021,BHEL,Largecap,FMCG
21-06-2021,CHENNPETRO,Smallcap,Industrials
21-06-2021,SAIL,Largecap,Metals
21-06-2021,DCW,Smallcap,Oils
21-06-2021,DHAMPURSUG,Smallcap,FMCG
21-06-2021,MADRASFERT,Smallcap,Industrials
21-06-2021,GOLDENTOBC,Smallcap,FMCG
21-06-2021,GHCL,Smallcap,Industrials
21-06-2021,HFCL,Midcap,Realty
21-06-2021,HSCL,Smallcap,Industrials
21-06-2021,IGPL,Smallcap,Industrials
21-06-2021,INDIAGLYCO,Smallcap,Industrials
21-06-2021,JISLJALEQS,Smallcap,FMCG
21-06-2021,JSWSTEEL,Largecap,Metals
21-06-2021,KIRLOSBROS,Smallcap,FMCG
21-06-2021,LAXMIMACH,Midcap,Industrials
21-06-2021,LYKALABS,Smallcap,Pharmaceuticals
21-06-2021,MANALIPETC,Smallcap,Oils
21-06-2021,CENTENKA,Smallcap,Textiles
21-06-2021,MOREPENLAB,Smallcap,Pharmaceuticals
21-06-2021,VEDL,Largecap,Industrials
21-06-2021,PEL,Largecap,Pharmaceuticals
21-06-2021,ORIENTHOT,Smallcap,Services
21-06-2021,BIRLACORPN,Midcap,Industrials
21-06-2021,SURYAROSNI,Smallcap,Metals
21-06-2021,PRIMESECU,Smallcap,Finance
21-06-2021,PRSMJOHNSN,Midcap,Industrials
21-06-2021,RAIN,Midcap,Services
21-06-2021,RELINFRA,Smallcap,Realty
21-06-2021,TATAPOWER,Largecap,Miscellaneous
21-06-2021,SUNDRMFAST,Midcap,Industrials
21-06-2021,THERMAX,Largecap,FMCG
21-06-2021,TIRUMALCHM,Smallcap,Industrials
21-06-2021,WSTCSTPAPR,Smallcap,Industrials
21-06-2021,TATASTEEL,Largecap,Metals
21-06-2021,BHARATFORG,Largecap,Industrials
21-06-2021,PREMIER,Smallcap,FMCG
21-06-2021,DEEPAKFERT,Midcap,Industrials
21-06-2021,EXCELINDUS,Smallcap,Industrials
21-06-2021,GNFC,Midcap,Industrials
21-06-2021,GSFC,Midcap,Industrials
21-06-2021,ZUARIGLOB,Smallcap,Realty
21-06-2021,EIHOTEL,Midcap,Services
21-06-2021,SAGCEM,Smallcap,Industrials
21-06-2021,BOROLTD,Smallcap,Industrials
21-06-2021,MARATHON,Smallcap,Realty
21-06-2021,PRECOT,Smallcap,Textiles
21-06-2021,EMCO,Smallcap,FMCG
21-06-2021,ZENSARTECH,Midcap,I.T
21-06-2021,UNIVCABLES,Smallcap,Industrials
21-06-2021,WSI,Smallcap,Realty
21-06-2021,SARDAEN,Smallcap,Metals
21-06-2021,TINPLATE,Smallcap,Metals
21-06-2021,SETCO,Smallcap,Auto
21-06-2021,TALBROAUTO,Smallcap,Auto
21-06-2021,TIL,Smallcap,FMCG
21-06-2021,ELECON,Smallcap,FMCG
21-06-2021,RANEHOLDIN,Smallcap,Finance
21-06-2021,PRAKASH,Smallcap,Metals
21-06-2021,ARSHIYA,Smallcap,Services
21-06-2021,LAKPRE,Smallcap,Industrials
21-06-2021,GENESYS,Smallcap,I.T
21-06-2021,INEOSSTYRO,Smallcap,Oils
21-06-2021,ALEMBICLTD,Smallcap,Pharmaceuticals
21-06-2021,MODISNME,Smallcap,FMCG
21-06-2021,OCCL,Smallcap,Industrials
21-06-2021,KOTHARIPET,Smallcap,Oils
21-06-2021,PCBL,Smallcap,Industrials
21-06-2021,WALCHANNAG,Smallcap,FMCG
21-06-2021,RANASUG,Smallcap,FMCG
21-06-2021,SDBL,Smallcap,FMCG
21-06-2021,IVP,Smallcap,Industrials
21-06-2021,KHAICHEM,Smallcap,Industrials
21-06-2021,ANSALHSG,Smallcap,Realty
21-06-2021,NAVNETEDUL,Smallcap,Media
21-06-2021,GRAPHITE,Midcap,FMCG
21-06-2021,JAYSREETEA,Smallcap,FMCG
21-06-2021,SHALPAINTS,Smallcap,Industrials
21-06-2021,JIKIND,Smallcap,Industrials
21-06-2021,CREST,Smallcap,Finance
21-06-2021,VIPULLTD,Smallcap,Realty
21-06-2021,MUTHOOTCAP,Smallcap,Finance
21-06-2021,SECURKLOUD,Smallcap,I.T
21-06-2021,SUNTECK,Midcap,Realty
21-06-2021,JAICORPLTD,Smallcap,FMCG
